,MSOA11CD,total_number_of_collisions_2018_2022,total_number_of_casualties_by_casualty_lsoa_2018_2022,total_number_of_casualties_by_msoa_of_accident_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,car_occupant_casualties_2018_2022,motorcycle_casualties_2018_2022,horse_rider_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022,winter_collisions_2018_2022,fatal_casualties_2018_2022_rate,cyclist_casualties_2018_2022_rate,pedestrian_casualties_2018_2022_rate,horse_rider_casualties_2018_2022_rate,car_occupant_casualties_2018_2022_rate,motorcycle_casualties_2018_2022_rate,snow_collisions_2018_2022_rate,fog_or_mist_collisions_2018_2022_rate,darkness_collisions_2018_2022_rate,daylight_collisions_2018_2022_rate,summer_collisions_2018_2022_rate,winter_collisions_2018_2022_rate,MSOA Code,All Ages,total_number_of_casualties_by_casualty_lsoa_2018_2022_per_1000_occ,fatal_casualties_2018_2022_per_1000_occ,cyclist_casualties_2018_2022_per_1000_occ,pedestrian_casualties_2018_2022_per_1000_occ,horse_rider_casualties_2018_2022_per_1000_occ,car_occupant_casualties_2018_2022_per_1000_occ,snow_collisions_2018_2022_per_1000_occ,fog_or_mist_collisions_2018_2022_per_1000_occ,darkness_collisions_2018_2022_per_1000_occ,daylight_collisions_2018_2022_per_1000_occ,summer_collisions_2018_2022_per_1000_occ,winter_collisions_2018_2022_per_1000_occ
12,E02000014,102,113,123,0,5,26,58,17,0,6,6,26,76,31,24,0.0,0.04065040650406504,0.21138211382113822,0.0,0.4715447154471545,0.13821138211382114,0.058823529411764705,0.058823529411764705,0.2549019607843137,0.7450980392156863,0.30392156862745096,0.23529411764705882,E02000014,9966,11.338551073650411,0.0,0.5017057997190447,2.6088701585390326,0.0,5.819787276740919,0.6020469596628537,0.6020469596628537,2.6088701585390326,7.62592815572948,3.1105759582580776,2.408187838651415
13,E02000015,57,108,68,0,6,12,43,6,0,4,4,21,36,15,12,0.0,0.08823529411764706,0.17647058823529413,0.0,0.6323529411764706,0.08823529411764706,0.07017543859649122,0.07017543859649122,0.3684210526315789,0.631578947368421,0.2631578947368421,0.21052631578947367,E02000015,8250,13.09090909090909,0.0,0.7272727272727272,1.4545454545454544,0.0,5.212121212121212,0.48484848484848486,0.48484848484848486,2.5454545454545454,4.363636363636364,1.8181818181818181,1.4545454545454544
14,E02000016,195,120,252,0,19,47,126,14,0,4,4,72,123,53,44,0.0,0.07539682539682539,0.1865079365079365,0.0,0.5,0.05555555555555555,0.020512820512820513,0.020512820512820513,0.36923076923076925,0.6307692307692307,0.2717948717948718,0.22564102564102564,E02000016,10320,11.627906976744185,0.0,1.8410852713178294,4.554263565891473,0.0,12.209302325581396,0.3875968992248062,0.3875968992248062,6.976744186046512,11.918604651162791,5.135658914728682,4.263565891472868
15,E02000017,66,140,94,0,5,14,58,6,0,5,5,20,46,19,17,0.0,0.05319148936170213,0.14893617021276595,0.0,0.6170212765957447,0.06382978723404255,0.07575757575757576,0.07575757575757576,0.30303030303030304,0.696969696969697,0.2878787878787879,0.25757575757575757,E02000017,9455,14.806980433632999,0.0,0.5288207297726071,1.4806980433633,0.0,6.134320465362242,0.5288207297726071,0.5288207297726071,2.1152829190904283,4.865150713907985,2.0095187731359068,1.7979904812268641
16,E02000018,154,135,184,0,13,16,115,25,0,5,5,46,108,54,34,0.0,0.07065217391304347,0.08695652173913043,0.0,0.625,0.1358695652173913,0.032467532467532464,0.032467532467532464,0.2987012987012987,0.7012987012987013,0.35064935064935066,0.22077922077922077,E02000018,9724,13.883175647881531,0.0,1.3368983957219251,1.6454134101192925,0.0,11.826408885232416,0.5141916906622789,0.5141916906622789,4.730563554092966,11.106540518305225,5.553270259152613,3.4965034965034967
17,E02000019,194,110,253,5,19,19,146,31,0,5,6,58,136,47,49,0.019762845849802372,0.07509881422924901,0.07509881422924901,0.0,0.5770750988142292,0.1225296442687747,0.02577319587628866,0.030927835051546393,0.29896907216494845,0.7010309278350515,0.2422680412371134,0.25257731958762886,E02000019,9208,11.946133796698522,0.5430060816681147,2.0634231103388356,2.0634231103388356,0.0,15.85577758470895,0.5430060816681147,0.6516072980017377,6.2988705473501305,14.76976542137272,5.104257167680278,5.321459600347524
18,E02000020,240,195,345,0,18,37,205,30,0,5,5,75,165,69,49,0.0,0.05217391304347826,0.1072463768115942,0.0,0.5942028985507246,0.08695652173913043,0.020833333333333332,0.020833333333333332,0.3125,0.6875,0.2875,0.20416666666666666,E02000020,13669,14.265857048796546,0.0,1.316848342965835,2.7068549272075497,0.0,14.997439461555343,0.3657912063793986,0.3657912063793986,5.486868095690979,12.071109810520154,5.047918648035701,3.5847538225181066
19,E02000021,105,136,137,1,6,17,79,24,0,5,5,30,76,27,21,0.0072992700729927005,0.043795620437956206,0.12408759124087591,0.0,0.5766423357664233,0.17518248175182483,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.7238095238095238,0.2571428571428571,0.2,E02000021,9022,15.074262912879627,0.11084016847705608,0.6650410108623366,1.8842828641099534,0.0,8.756373309687431,0.5542008423852803,0.5542008423852803,3.3252050543116827,8.423852804256263,2.992684548880514,2.3276435380181777
20,E02000022,116,129,156,0,9,17,91,14,0,6,5,28,89,26,30,0.0,0.057692307692307696,0.10897435897435898,0.0,0.5833333333333334,0.08974358974358974,0.05172413793103448,0.04310344827586207,0.2413793103448276,0.7672413793103449,0.22413793103448276,0.25862068965517243,E02000022,8030,16.06475716064757,0.0,1.1207970112079702,2.1170610211706102,0.0,11.33250311332503,0.7471980074719801,0.6226650062266501,3.4869240348692405,11.083437110834371,3.2378580323785804,3.7359900373599007
21,E02000023,130,127,155,1,18,21,85,17,0,4,4,42,88,42,30,0.0064516129032258064,0.11612903225806452,0.13548387096774195,0.0,0.5483870967741935,0.10967741935483871,0.03076923076923077,0.03076923076923077,0.3230769230769231,0.676923076923077,0.3230769230769231,0.23076923076923078,E02000023,8053,15.770520302992672,0.12417732522041475,2.2351918539674656,2.6077238296287097,0.0,10.555072643735254,0.496709300881659,0.496709300881659,5.2154476592574195,10.927604619396497,5.2154476592574195,3.7253197566124427
22,E02000024,115,78,134,1,16,32,40,36,0,6,6,21,95,32,26,0.007462686567164179,0.11940298507462686,0.23880597014925373,0.0,0.29850746268656714,0.26865671641791045,0.05217391304347826,0.05217391304347826,0.1826086956521739,0.8260869565217391,0.2782608695652174,0.22608695652173913,E02000024,11094,7.030827474310438,0.09013881377321074,1.442221020371372,2.884442040742744,0.0,3.60555255092843,0.5408328826392645,0.5408328826392645,1.8929150892374256,8.56318730845502,2.884442040742744,2.3436091581034795
23,E02000025,66,81,76,0,2,8,30,27,0,5,5,18,48,16,15,0.0,0.02631578947368421,0.10526315789473684,0.0,0.39473684210526316,0.35526315789473684,0.07575757575757576,0.07575757575757576,0.2727272727272727,0.7272727272727273,0.24242424242424243,0.22727272727272727,E02000025,8395,9.64860035735557,0.0,0.23823704586063132,0.9529481834425253,0.0,3.5735556879094696,0.5955926146515784,0.5955926146515784,2.144133412745682,5.717689100655152,1.9058963668850506,1.7867778439547348
24,E02000026,31,40,39,0,2,7,18,11,0,4,4,8,23,10,8,0.0,0.05128205128205128,0.1794871794871795,0.0,0.46153846153846156,0.28205128205128205,0.12903225806451613,0.12903225806451613,0.25806451612903225,0.7419354838709677,0.3225806451612903,0.25806451612903225,E02000026,6641,6.023189278723084,0.0,0.3011594639361542,1.0540581237765396,0.0,2.710435175425388,0.6023189278723085,0.6023189278723085,1.204637855744617,3.463333835265773,1.505797319680771,1.204637855744617
25,E02000027,55,99,64,0,10,13,22,10,0,6,6,15,43,17,14,0.0,0.15625,0.203125,0.0,0.34375,0.15625,0.10909090909090909,0.10909090909090909,0.2727272727272727,0.7818181818181819,0.3090909090909091,0.2545454545454545,E02000027,9625,10.285714285714285,0.0,1.0389610389610389,1.3506493506493507,0.0,2.285714285714286,0.6233766233766234,0.6233766233766234,1.5584415584415585,4.467532467532467,1.7662337662337662,1.4545454545454544
26,E02000028,74,47,84,0,4,22,38,16,0,4,4,18,56,16,12,0.0,0.047619047619047616,0.2619047619047619,0.0,0.4523809523809524,0.19047619047619047,0.05405405405405406,0.05405405405405406,0.24324324324324326,0.7567567567567568,0.21621621621621623,0.16216216216216217,E02000028,6839,6.872349758736657,0.0,0.5848808305307793,3.2168445679192867,0.0,5.556367890042404,0.5848808305307793,0.5848808305307793,2.6319637373885074,8.18833162743091,2.3395233221231173,1.754642491592338
27,E02000029,79,116,89,2,4,27,33,19,0,5,5,25,54,19,20,0.02247191011235955,0.0449438202247191,0.30337078651685395,0.0,0.3707865168539326,0.21348314606741572,0.06329113924050633,0.06329113924050633,0.31645569620253167,0.6835443037974683,0.24050632911392406,0.25316455696202533,E02000029,9535,12.165705296276876,0.2097535395909806,0.4195070791819612,2.831672784478238,0.0,3.46093340325118,0.5243838489774515,0.5243838489774515,2.6219192448872577,5.663345568956476,1.9926586261143158,2.097535395909806
28,E02000030,124,73,154,0,11,15,94,22,0,6,6,40,84,24,36,0.0,0.07142857142857142,0.09740259740259741,0.0,0.6103896103896104,0.14285714285714285,0.04838709677419355,0.04838709677419355,0.3225806451612903,0.6774193548387096,0.1935483870967742,0.2903225806451613,E02000030,9339,7.816682728343506,0.0,1.1778563015312131,1.6061676839061998,0.0,10.065317485812185,0.64246707356248,0.64246707356248,4.283113823749866,8.99453902987472,2.56986829424992,3.8548024413748796
29,E02000031,104,58,121,0,14,21,53,28,0,5,5,26,78,29,19,0.0,0.11570247933884298,0.17355371900826447,0.0,0.4380165289256198,0.23140495867768596,0.04807692307692308,0.04807692307692308,0.25,0.75,0.27884615384615385,0.18269230769230768,E02000031,8131,7.133193949083754,0.0,1.7218054359857338,2.5827081539786003,0.0,6.518263436231706,0.6149305128520477,0.6149305128520477,3.197638666830648,9.592916000491945,3.566596974541877,2.3367359488377812
30,E02000032,43,49,45,0,1,9,21,10,0,5,5,13,31,16,6,0.0,0.022222222222222223,0.2,0.0,0.4666666666666667,0.2222222222222222,0.11627906976744186,0.11627906976744186,0.3023255813953488,0.7209302325581395,0.37209302325581395,0.13953488372093023,E02000032,7702,6.36198390028564,0.0,0.12983640612827838,1.1685276551545052,0.0,2.7265645286938454,0.6491820306413919,0.6491820306413919,1.6878732796676188,4.024928589976629,2.077382498052454,0.7790184367696703
31,E02000033,66,79,75,0,1,16,39,16,0,5,5,20,46,17,18,0.0,0.013333333333333334,0.21333333333333335,0.0,0.52,0.21333333333333335,0.07575757575757576,0.07575757575757576,0.30303030303030304,0.696969696969697,0.25757575757575757,0.2727272727272727,E02000033,8986,8.791453371911864,0.0,0.11128421989761852,1.7805475183618964,0.0,4.340084576007122,0.5564210994880926,0.5564210994880926,2.2256843979523704,5.119074115290452,1.891831738259515,2.0031159581571334
32,E02000034,70,86,82,0,7,16,31,19,0,5,6,20,50,12,19,0.0,0.08536585365853659,0.1951219512195122,0.0,0.3780487804878049,0.23170731707317074,0.07142857142857142,0.08571428571428572,0.2857142857142857,0.7142857142857143,0.17142857142857143,0.2714285714285714,E02000034,9383,9.165512096344452,0.0,0.7460300543536182,1.70521155280827,0.0,3.3038473835660236,0.5328786102525844,0.6394543323031014,2.1315144410103377,5.328786102525845,1.278908664606203,2.024938718959821
33,E02000035,50,81,60,0,9,10,26,12,0,5,5,16,36,17,9,0.0,0.15,0.16666666666666666,0.0,0.43333333333333335,0.2,0.1,0.1,0.32,0.72,0.34,0.18,E02000035,9073,8.927587347073736,0.0,0.9919541496748595,1.1021712774165104,0.0,2.865645321282927,0.5510856387082552,0.5510856387082552,1.763474043866417,3.967816598699438,1.8736911716080678,0.9919541496748595
34,E02000036,109,108,135,2,2,12,90,24,0,6,6,36,73,25,29,0.014814814814814815,0.014814814814814815,0.08888888888888889,0.0,0.6666666666666666,0.17777777777777778,0.05504587155963303,0.05504587155963303,0.3302752293577982,0.6697247706422018,0.22935779816513763,0.26605504587155965,E02000036,11670,9.254498714652957,0.1713796058269066,0.1713796058269066,1.0282776349614395,0.0,7.712082262210797,0.5141388174807198,0.5141388174807198,3.084832904884319,6.255355612682091,2.1422450728363325,2.4850042844901457
35,E02000037,132,104,157,1,8,25,97,21,0,6,6,37,95,34,30,0.006369426751592357,0.050955414012738856,0.1592356687898089,0.0,0.6178343949044586,0.1337579617834395,0.045454545454545456,0.045454545454545456,0.2803030303030303,0.7196969696969697,0.25757575757575757,0.22727272727272727,E02000037,10678,9.739651620153587,0.09365049634763063,0.7492039707810451,2.341262408690766,0.0,9.084098145720173,0.5619029780857839,0.5619029780857839,3.4650683648623337,8.896797153024911,3.184116875819442,2.8095148904289196
36,E02000038,113,112,131,0,8,24,54,35,0,6,6,38,76,36,31,0.0,0.061068702290076333,0.183206106870229,0.0,0.4122137404580153,0.26717557251908397,0.05309734513274336,0.05309734513274336,0.336283185840708,0.672566371681416,0.3185840707964602,0.2743362831858407,E02000038,11450,9.781659388646288,0.0,0.6986899563318777,2.096069868995633,0.0,4.716157205240175,0.5240174672489083,0.5240174672489083,3.318777292576419,6.637554585152838,3.1441048034934496,2.7074235807860263
37,E02000039,126,63,152,0,4,16,103,20,0,4,4,32,94,31,36,0.0,0.02631578947368421,0.10526315789473684,0.0,0.6776315789473685,0.13157894736842105,0.031746031746031744,0.031746031746031744,0.25396825396825395,0.746031746031746,0.24603174603174602,0.2857142857142857,E02000039,7203,8.746355685131196,0.0,0.5553241704845203,2.2212966819380813,0.0,14.2995973899764,0.5553241704845203,0.5553241704845203,4.4425933638761625,13.050118006386228,4.303762321255033,4.997917534360684
38,E02000040,68,64,86,1,4,17,52,7,0,4,4,23,46,18,23,0.011627906976744186,0.046511627906976744,0.19767441860465115,0.0,0.6046511627906976,0.08139534883720931,0.058823529411764705,0.058823529411764705,0.3382352941176471,0.6764705882352942,0.2647058823529412,0.3382352941176471,E02000040,8498,7.531183807954813,0.11767474699929395,0.4706989879971758,2.0004706989879972,0.0,6.119086843963285,0.4706989879971758,0.4706989879971758,2.706519180983761,5.413038361967522,2.118145445987291,2.706519180983761
39,E02000041,141,97,164,0,8,39,72,22,0,5,5,35,106,34,37,0.0,0.04878048780487805,0.23780487804878048,0.0,0.43902439024390244,0.13414634146341464,0.03546099290780142,0.03546099290780142,0.24822695035460993,0.75177304964539,0.24113475177304963,0.2624113475177305,E02000041,10086,9.617291294864168,0.0,0.793178663493952,3.866745984533016,0.0,7.138607971445568,0.4957366646837201,0.4957366646837201,3.47015665278604,10.509617291294864,3.3710093198492963,3.6684513186595282
40,E02000042,147,111,165,0,23,35,45,52,0,6,6,47,100,43,29,0.0,0.1393939393939394,0.21212121212121213,0.0,0.2727272727272727,0.3151515151515151,0.04081632653061224,0.04081632653061224,0.3197278911564626,0.6802721088435374,0.2925170068027211,0.19727891156462585,E02000042,12306,9.019990248659191,0.0,1.8690069884609135,2.844141069397042,0.0,3.6567528035104826,0.4875670404680643,0.4875670404680643,3.819275150333171,8.126117341134405,3.4942304566877946,2.356574028928978
41,E02000043,42,46,45,0,3,4,22,12,0,5,5,13,29,12,10,0.0,0.06666666666666667,0.08888888888888889,0.0,0.4888888888888889,0.26666666666666666,0.11904761904761904,0.11904761904761904,0.30952380952380953,0.6904761904761905,0.2857142857142857,0.23809523809523808,E02000043,8324,5.526189332051898,0.0,0.36040365209034114,0.4805382027871216,0.0,2.642960115329169,0.600672753483902,0.600672753483902,1.5617491590581452,3.4839019702066314,1.4416146083613646,1.201345506967804
42,E02000044,57,105,69,0,4,13,38,9,0,5,5,19,39,12,20,0.0,0.057971014492753624,0.18840579710144928,0.0,0.5507246376811594,0.13043478260869565,0.08771929824561403,0.08771929824561403,0.3333333333333333,0.6842105263157895,0.21052631578947367,0.3508771929824561,E02000044,8883,11.82033096926714,0.0,0.45029832263874814,1.4634695485759317,0.0,4.277834065068108,0.5628729032984352,0.5628729032984352,2.138917032534054,4.390408645727795,1.3508949679162445,2.251491613193741
43,E02000045,140,123,169,1,10,30,100,20,0,6,6,40,100,43,27,0.005917159763313609,0.05917159763313609,0.17751479289940827,0.0,0.591715976331361,0.11834319526627218,0.04285714285714286,0.04285714285714286,0.2857142857142857,0.7142857142857143,0.30714285714285716,0.19285714285714287,E02000045,10995,11.186903137789905,0.09095043201455207,0.9095043201455206,2.728512960436562,0.0,9.095043201455207,0.5457025920873124,0.5457025920873124,3.6380172805820825,9.095043201455207,3.910868576625739,2.4556616643929057
44,E02000046,90,51,100,0,10,26,29,27,0,4,4,21,69,25,25,0.0,0.1,0.26,0.0,0.29,0.27,0.044444444444444446,0.044444444444444446,0.23333333333333334,0.7666666666666667,0.2777777777777778,0.2777777777777778,E02000046,7699,6.62423691388492,0.0,1.2988699831146902,3.3770619560981947,0.0,3.7667229510326017,0.5195479932458761,0.5195479932458761,2.7276269645408493,8.962202883491363,3.2471749577867257,3.2471749577867257
45,E02000047,144,155,173,0,17,31,73,39,0,6,6,50,94,46,32,0.0,0.09826589595375723,0.1791907514450867,0.0,0.42196531791907516,0.2254335260115607,0.041666666666666664,0.041666666666666664,0.3472222222222222,0.6527777777777778,0.3194444444444444,0.2222222222222222,E02000047,12519,12.38118060547967,0.0,1.3579359373751896,2.4762361210959343,0.0,5.831136672258167,0.4792715073088905,0.4792715073088905,3.993929227574087,7.508586947839284,3.67441488936816,2.556114705647416
46,E02000048,102,95,124,2,13,14,80,15,0,5,5,40,62,28,23,0.016129032258064516,0.10483870967741936,0.11290322580645161,0.0,0.6451612903225806,0.12096774193548387,0.049019607843137254,0.049019607843137254,0.39215686274509803,0.6078431372549019,0.27450980392156865,0.22549019607843138,E02000048,10830,8.771929824561402,0.18467220683287164,1.2003693444136658,1.2927054478301017,0.0,7.386888273314866,0.4616805170821791,0.4616805170821791,3.693444136657433,5.724838411819021,2.5854108956602033,2.1237303785780237
47,E02000049,29,122,32,0,1,13,13,4,0,5,5,8,23,8,10,0.0,0.03125,0.40625,0.0,0.40625,0.125,0.1724137931034483,0.1724137931034483,0.27586206896551724,0.7931034482758621,0.27586206896551724,0.3448275862068966,E02000049,9571,12.746839410719883,0.0,0.10448229025180232,1.3582697732734301,0.0,1.3582697732734301,0.5224114512590116,0.5224114512590116,0.8358583220144186,2.4030926757914535,0.8358583220144186,1.0448229025180231
48,E02000050,104,90,125,1,16,18,58,23,0,6,6,38,67,35,24,0.008,0.128,0.144,0.0,0.464,0.184,0.057692307692307696,0.057692307692307696,0.36538461538461536,0.6442307692307693,0.33653846153846156,0.23076923076923078,E02000050,10902,8.25536598789213,0.091726288754357,1.467620620069712,1.6510731975784259,0.0,5.320124747752706,0.550357732526142,0.550357732526142,3.485598972665566,6.145661346541918,3.210420106402495,2.201430930104568
49,E02000051,162,107,206,0,13,34,113,29,0,5,5,50,112,43,29,0.0,0.06310679611650485,0.1650485436893204,0.0,0.5485436893203883,0.1407766990291262,0.030864197530864196,0.030864197530864196,0.30864197530864196,0.691358024691358,0.2654320987654321,0.17901234567901234,E02000051,9982,10.719294730514926,0.0,1.3023442195952715,3.4061310358645565,0.0,11.320376678020438,0.5009016229212583,0.5009016229212583,5.009016229212583,11.220196353436185,4.307753957122821,2.905229412943298
50,E02000052,80,90,94,2,14,26,20,17,0,6,6,24,56,18,17,0.02127659574468085,0.14893617021276595,0.2765957446808511,0.0,0.2127659574468085,0.18085106382978725,0.075,0.075,0.3,0.7,0.225,0.2125,E02000052,10671,8.43407365757661,0.18742385905725797,1.311967013400806,2.4365101677443537,0.0,1.8742385905725798,0.562271577171774,0.562271577171774,2.249086308687096,5.247868053603224,1.686814731515322,1.5931028019866929
51,E02000053,163,247,185,0,14,47,76,35,0,5,5,53,110,31,37,0.0,0.07567567567567568,0.25405405405405407,0.0,0.41081081081081083,0.1891891891891892,0.03067484662576687,0.03067484662576687,0.32515337423312884,0.6748466257668712,0.1901840490797546,0.22699386503067484,E02000053,17653,13.991956041466041,0.0,0.7930663343341076,2.6624369795502183,0.0,4.305217243528012,0.28323797654789556,0.28323797654789556,3.0023225514076928,6.231235484053702,1.7560754545969524,2.095961026454427
52,E02000054,111,95,143,0,3,8,90,24,0,4,4,32,80,30,27,0.0,0.02097902097902098,0.055944055944055944,0.0,0.6293706293706294,0.16783216783216784,0.036036036036036036,0.036036036036036036,0.2882882882882883,0.7207207207207207,0.2702702702702703,0.24324324324324326,E02000054,7655,12.4101894186806,0.0,0.3919007184846506,1.0450685826257349,0.0,11.757021554539516,0.5225342913128674,0.5225342913128674,4.1802743305029395,10.450685826257349,3.919007184846506,3.5271064663618548
